crscode,name,longitude,latitude,easting,northing,staffinglevel,cctv,ticketmachine,carspaces,busservices,category,frequency,entsexits,dateopened
HVF,HAVERFORDWEST,-4.960203,51.802630,196000,215700,partTime,false,true,46,true,D,23,124190,
HSC,HOSCAR,-2.804421,53.597767,346860,411545,unstaffed,true,false,0,true,F2,17,1242,
NBN,NEW BRIGHTON,-3.047965,53.437399,330480,393914,fullTime,true,false,0,true,E,120,1242032,
INV,INVERNESS,-4.223361,57.479868,266788,845473,partTime,true,true,60,true,B,91,1243338,
WKI,WEST KIRBY,-3.183771,53.373170,321340,386910,fullTime,true,true,0,true,E,118,1243712,
SYB,STALYBRIDGE,-2.062741,53.484578,395934,398653,partTime,true,true,12,true,D,155,1244122,
WNE,WILNECOTE (STAFFS),-1.679714,52.610710,421785,301485,unstaffed,false,false,0,NA,F2,29,124596,
LSN,LIVINGSTON NORTH,-3.544351,55.901382,303537,668663,unstaffed,true,true,329,true,F,129,1247760,
GLF,GLENFINNAN,-5.449620,56.872401,189870,780970,unstaffed,false,false,7,true,F,8,12486,
HOU,HOUNSLOW,-0.362277,51.461944,513870,174935,partTime,true,true,25,true,D,145,1249956,
PIT,PITLOCHRY,-3.735570,56.702500,293830,758100,partTime,true,false,12,true,D,26,125006,
FAZ,FAZAKERLEY,-2.936723,53.469083,337916,397336,fullTime,true,false,0,true,E,123,1250320,
MLB,MILLBROOK (BEDFORDSHIRE),-0.532703,52.053835,500707,240510,unstaffed,false,false,0,true,F2,34,12504,
CSL,CODSALL,-2.201763,52.627286,386440,303300,unstaffed,false,true,0,true,F2,65,125222,
GRL,GREENFAULDS,-3.993100,55.935231,275591,673147,partTime,true,true,320,true,F,108,125290,
SKW,STOKE NEWINGTON,-0.072887,51.565231,533670,186910,partTime,true,true,0,NA,E,177,1253164,
TIL,TILBURY TOWN,0.354039,51.462357,563626,176337,partTime,true,true,0,true,D,151,1253652,
MYL,MARYLAND,0.005815,51.546080,539183,184927,partTime,true,true,0,true,D,233,1254204,
TEN,TENBY,-4.706696,51.672943,212940,200600,unstaffed,true,true,81,true,F1,20,125450,
SNN,SWINTON (MANCHESTER),-2.337461,53.514831,377720,402070,partTime,false,true,0,true,E,70,125480,
MSH,MOSSLEY HILL,-2.915443,53.379036,339200,387300,fullTime,true,false,0,true,E,66,125558,
PBL,PARBOLD,-2.770748,53.590753,349080,410740,partTime,true,false,14,true,E,64,125578,
BXD,BUXTED,0.131439,50.990011,549688,123341,partTime,true,true,0,true,E,47,125672,
HIB,HIGH BROOMS,0.277332,51.149403,559378,141370,partTime,true,true,52,true,D,160,1256908,
PYE,PYE CORNER,-3.041212,51.581474,327951,187471,unstaffed,true,true,65,true,F,34,125692,14/12/2014
WCF,WESTCLIFF,0.691466,51.537332,586756,185481,partTime,true,true,46,true,F1,252,1257416,
BDL,BIRKDALE,-3.014450,53.634048,333018,415759,fullTime,true,false,90,true,E,143,1257834,
HFN,HERTFORD NORTH,-0.091789,51.798855,531681,212856,fullTime,true,true,124,true,C2,247,1258570,
HBB,HUBBERTS BRIDGE,-0.110529,52.975351,526970,343670,unstaffed,true,false,0,true,F2,4,1262,
FOR,FORRES,-3.625950,57.609795,302950,858920,partTime,true,true,53,true,E,35,126290,
CIM,CILMERI,-3.456541,52.150528,300440,251250,unstaffed,false,false,0,NA,F2,8,1266,
TLK,THE LAKES (WARKS),-1.844673,52.359142,410675,273465,unstaffed,false,false,0,true,F2,35,12666,
WNG,WAUN-GRON PARK,-3.229652,51.488194,314720,177300,unstaffed,true,true,0,NA,F2,57,126844,
HLY,HOLYTOWN,-3.973929,55.812897,276400,659500,unstaffed,true,true,20,true,F,35,126998,
BET,BETHNAL GREEN,-0.059568,51.523916,534715,182340,unstaffed,true,true,0,true,F1,297,1272734,
STF,STROMEFERRY,-5.551160,57.352296,186467,834667,unstaffed,false,false,20,true,F,8,1274,
SDP,SANDPLACE,-4.464480,50.386751,224900,57000,unstaffed,false,false,0,true,F2,22,1274,
SIL,SILEBY,-1.109989,52.731592,460197,315255,unstaffed,true,true,0,true,F2,34,127642,
DOL,DOLAU,-3.263620,52.295349,313920,267110,unstaffed,false,false,0,NA,F2,9,1278,
TAM,TAMWORTH,-1.686464,52.637473,421315,304460,fullTime,true,true,290,true,C2,132,1279204,
KLM,KILMAURS,-4.530490,55.637206,240816,641088,unstaffed,true,true,20,true,F,69,128102,
PMW,PENMAENMAWR,-3.923511,53.270464,271821,376557,unstaffed,false,false,40,true,F1,25,12820,
KWB,KEW BRIDGE,-0.287108,51.489511,519020,178120,unstaffed,true,true,0,true,F1,134,1282132,
DGY,DEGANWY,-3.833386,53.294746,277900,379100,unstaffed,true,false,20,true,F2,55,12830,
DKG,DORKING (MAIN),-0.324251,51.240928,517073,150417,fullTime,true,true,0,true,C1,140,1284546,
CLY,CHINLEY,-1.943941,53.340288,403830,382600,unstaffed,true,false,20,true,F2,44,128602,
WRE,WRENBURY,-2.595946,53.019387,360120,347065,unstaffed,false,false,0,NA,F2,24,12864,
SMN,SOUTHMINSTER,0.835193,51.660623,596190,199566,unstaffed,false,true,57,true,F1,54,128666,
SLD,SALFORD CRESCENT,-2.275749,53.486586,381800,398910,fullTime,false,true,0,true,C2,340,1288586,
MBR,MIDDLESBROUGH,-1.234717,54.579104,449564,520702,partTime,true,true,135,true,C1,144,1289866,
BDH,BEDHAMPTON,-0.995828,50.853955,470781,106529,partTime,true,true,0,true,E,90,129136,
CSW,CHESTFIELD & SWALECLIFFE,1.066931,51.360240,613615,166817,partTime,true,true,0,true,E,64,129258,
BHG,BATHGATE,-3.636096,55.897151,297790,668324,partTime,true,true,570,true,F,134,1292630,
UPH,UPPER HALLIFORD,-0.430906,51.413066,509219,169395,partTime,true,true,0,true,E,81,129378,
NCO,NEWCOURT,-3.472784,50.705040,296097,90524,unstaffed,false,true,0,NA,F,65,129380,4/6/2015
BEM,BEMPTON,-0.180457,54.127658,519000,471730,unstaffed,true,false,0,true,F2,29,12946,
AGS,ARGYLE STREET,-4.250694,55.857302,259220,664970,partTime,true,true,0,true,D,214,1295376,
SYT,SOMERLEYTON,1.652260,52.510229,647930,296530,unstaffed,false,false,8,NA,F2,28,12972,
MAS,MANORS,-1.604741,54.972763,425400,564310,unstaffed,false,false,0,true,F2,33,12980,
RAD,RADLEY,-1.240482,51.686204,452603,198878,unstaffed,true,false,35,true,F1,60,129982,
BYK,BENTLEY (SOUTH YORKSHIRE),-1.150948,53.543935,456360,405590,unstaffed,true,false,0,true,F1,78,130044,
DAN,DARNALL,-1.412567,53.384583,439170,387687,unstaffed,true,false,0,true,F2,44,13024,
BXY,BEXLEY,0.147903,51.440218,549380,173435,partTime,true,true,255,true,D,224,1302454,
ILN,ILKESTON,-1.29534,52.97890,447411,342627,unstaffed,true,true,150,true,F,41,130398,2/4/2017
ECP,ENERGLYN & CHURCHILL PARK,-3.228795,51.583211,314957,187866,unstaffed,true,true,18,NA,F,59,130490,8/12/2013
MCN,MACHYNLLETH,-3.854527,52.595135,274480,301320,partTime,true,false,30,true,E,50,130598,
SYL,SYON LANE,-0.324842,51.481783,516420,177200,unstaffed,true,true,0,true,F1,134,1306980,
AHD,ASHTEAD,-0.307572,51.317872,518040,159000,partTime,true,true,0,true,E,212,1308084,
BBL,BAT & BALL,0.194228,51.289759,553100,156800,unstaffed,true,true,21,true,F2,76,130830,
LAD,LADYWELL,-0.019041,51.456243,537730,174890,partTime,true,true,0,true,E,153,1308570,
WTB,WHITBY,-0.615403,54.484608,489800,510800,partTime,false,true,60,true,F1,8,130900,
RLN,ROWLANDS CASTLE,-0.957471,50.892171,473421,110816,partTime,true,true,26,true,E,54,130970,
TLS,THORPE-LE-SOKEN,1.161400,51.847635,617845,221285,partTime,true,true,65,true,E,113,131088,
NFL,NORTHFLEET,0.324334,51.445845,561621,174435,partTime,true,true,0,true,E,164,131204,
HFE,HERTFORD EAST,-0.072941,51.799033,532980,212910,partTime,true,true,17,true,E,86,1313442,
ADS,ARDROSSAN HARBOUR,-4.821110,55.639871,222540,642090,unstaffed,true,false,0,true,F,52,131374,
LAP,LAPFORD,-3.810639,50.857001,272655,107950,unstaffed,true,false,0,true,F2,8,1316,
PSE,PITSEA,0.506293,51.560358,573828,187585,partTime,true,true,114,true,C2,222,1316326,
SSE,SHOREHAM-BY-SEA,-0.271720,50.834426,521800,105300,partTime,true,true,0,true,D,222,1316990,
ATT,ATTADALE,-5.455577,57.395035,192456,839125,unstaffed,false,false,0,true,F,8,1322,
BHD,BRITHDIR,-3.228720,51.710301,315200,202000,unstaffed,true,false,0,NA,F2,36,13226,
SNO,ST NEOTS,-0.247414,52.231566,519790,260710,partTime,true,true,498,true,D,110,1325534,
WFH,WATFORD HIGH STREET,-0.391711,51.652653,511359,196098,fullTime,true,true,0,NA,D,144,1325826,
FSG,FISHERSGATE,-0.219423,50.834233,525483,105366,unstaffed,true,true,0,true,F1,76,132654,
DCT,DANESCOURT,-3.233917,51.500504,314447,178674,unstaffed,false,true,0,NA,F2,57,132758,
RYN,ROYDON,0.036252,51.775485,540582,210496,partTime,true,true,28,true,E,87,132830,
TYG,TYGWYN,-4.078655,52.893784,260260,334950,unstaffed,false,false,0,true,F2,16,1330,
MFL,MOUNT FLORIDA,-4.261131,55.826554,258455,661570,partTime,true,true,0,true,D,156,1331180,
BRV,BOURNVILLE,-1.926424,52.426961,405100,281000,partTime,true,true,0,true,D,205,1331472,
JHN,JOHNSTONE (RENFREWSHIRE),-4.503637,55.834707,243300,663000,partTime,true,true,423,true,D,151,1332406,
ENL,ENFIELD LOCK,-0.028532,51.670920,536427,198745,partTime,true,true,0,true,E,115,1332560,
BNY,BARNSLEY,-1.477165,53.554299,434735,406535,partTime,true,true,76,true,C2,141,1333218,
SKN,ST KEYNE WISHING WELL HALT,-4.463520,50.423038,225102,61032,unstaffed,false,false,0,true,F2,22,1334,
BBK,BILBROOK,-2.186088,52.623716,387500,302900,unstaffed,false,true,0,true,F2,43,133688,
WHS,WHYTELEAFE SOUTH,-0.076918,51.303385,534155,157785,partTime,true,true,0,true,E,137,133772,
BOC,BOOTLE (CUMBRIA),-3.393862,54.291300,309370,489305,unstaffed,true,false,0,true,F2,31,13386,
WBQ,WARRINGTON BANK QUAY,-2.602364,53.386007,360033,387854,fullTime,true,true,277,true,B,172,1339634,
GTH,GARTH (POWYS),-3.529907,52.133235,295380,249430,unstaffed,false,false,0,NA,F2,8,1340,
ILK,ILKLEY,-1.822027,53.924763,411785,447640,fullTime,true,true,36,true,D,137,1341652,
SPN,SPOONER ROW,1.086476,52.534995,609430,297491,unstaffed,false,false,3,NA,F2,3,1344,
KWG,KEW GARDENS,-0.285054,51.477072,519195,176740,fullTime,true,true,0,true,D,378,1345370,
GOS,GRANGE-OVER-SANDS,-2.902747,54.195720,341200,478150,partTime,true,false,33,true,E,42,134700,
THH,THATTO HEATH,-2.759374,53.436581,349650,393580,fullTime,true,true,10,true,E,72,134750,
NSB,NORMANS BAY,0.389462,50.826102,568385,105672,unstaffed,true,true,0,true,F2,36,13512,
NNP,NINIAN PARK,-3.201694,51.476615,316640,175980,unstaffed,true,true,0,true,F2,62,135292,
HRL,HARLECH,-4.109190,52.861327,258100,331400,unstaffed,false,false,5,true,F1,16,135362,
LOF,LONDON FIELDS,-0.057753,51.541151,534790,184260,unstaffed,true,true,0,true,F1,168,1353678,
HAD,HADDISCOE,1.623007,52.528786,645842,298493,unstaffed,false,true,12,NA,F2,28,13580,
TEY,TEYNHAM,0.807426,51.333391,595666,163108,partTime,true,true,10,true,E,64,136006,
PBY,PEMBREY & BURRY PORT,-4.247841,51.683526,244700,200700,partTime,false,false,7,NA,F1,55,136086,
NBA,NEW BARNET,-0.172997,51.648573,526500,196000,partTime,true,true,109,true,D,180,1361704,
TLC,TAL-Y-CAFN,-3.818263,53.228361,278720,371690,unstaffed,false,false,0,true,F2,12,1362,
HXM,HOVETON & WROXHAM,1.407997,52.715570,630280,318550,unstaffed,true,true,12,NA,F1,35,136414,
NUN,NUNEATON,-1.463875,52.526369,436470,292190,partTime,true,true,175,true,C1,160,1364294,
HSK,HASSOCKS,-0.145953,50.924614,530404,115543,partTime,true,true,0,true,C2,169,1364668,
WDE,WOOD END,-1.844214,52.343678,410710,271745,unstaffed,false,false,0,true,F2,35,13666,
WON,WALTON-ON-THE-NAZE,1.267670,51.846167,625170,221445,partTime,false,true,0,true,E,51,136708,
AHT,ALDERSHOT,-0.759860,51.246417,486656,150424,fullTime,true,true,205,true,C2,221,1367252,
LYP,LYMINGTON PIER,-1.529447,50.758299,433287,95517,unstaffed,false,true,0,true,F1,96,137118,
BIK,BIRKBECK,-0.055739,51.403890,535335,169000,unstaffed,true,true,0,true,F2,68,137144,
GOX,GOXHILL,-0.337120,53.676701,509940,421310,unstaffed,true,false,0,true,F2,18,13716,
MTC,MITCHAM EASTFIELDS,-0.154646,51.407737,528445,169250,partTime,true,true,0,true,E,160,1372606,2/6/2008
MTG,MOTTINGHAM,0.050054,51.440216,542580,173240,partTime,true,true,171,true,D,166,1372690,
NGT,NEWINGTON,0.668571,51.353340,585914,164965,partTime,true,true,16,true,E,66,137312,
SEA,SEAHAM,-1.346337,54.839054,442080,549555,unstaffed,true,true,9,true,F1,36,137652,
BAR,BARE LANE,-2.835330,54.074540,345439,464613,unstaffed,true,false,0,true,F1,51,137840,
RAM,RAMSGATE,1.406467,51.340803,637348,165700,fullTime,true,true,44,true,D,198,1379576,
LTS,LELANT SALTINGS,-5.440926,50.178775,154430,36640,unstaffed,true,false,130,true,F2,105,138012,
LWR,LLANRWST,-3.794401,53.138849,280063,361693,unstaffed,false,false,0,true,F2,12,13808,
WBY,WEST BYFLEET,-0.505485,51.339224,504200,161075,partTime,true,true,330,true,C2,159,1384454,
AVM,AVIEMORE,-3.828867,57.188510,289566,812339,partTime,true,false,10,true,D,26,138490,
LBO,LOUGHBOROUGH,-1.195928,52.778953,454335,320455,fullTime,true,true,180,true,C1,114,1385334,
GOD,GODALMING,-0.618862,51.186585,496622,143946,partTime,true,true,129,true,C2,148,1385748,
MTH,MOTHERWELL,-3.994325,55.791673,275054,657175,partTime,true,true,0,true,C,249,1386976,
CTT,CHURCH STRETTON,-2.803694,52.537420,345585,293588,unstaffed,true,true,0,NA,F1,53,138882,
ARR,ARRAM,-0.426570,53.884342,503520,444275,unstaffed,true,false,0,true,F2,12,1392,
KWD,KIRKWOOD,-4.048398,55.854187,271870,664230,unstaffed,true,false,0,true,F,70,139210,
CWH,CREWS HILL,-0.106887,51.684484,530970,200110,unstaffed,true,false,15,true,F2,100,139344,
ANN,ANNAN,-3.262580,54.983834,319300,566200,unstaffed,true,false,12,true,F,34,139370,
SET,SETTLE,-2.280714,54.066913,381726,463478,partTime,false,true,40,true,E,18,139442,
BEG,BELTRING,0.403496,51.204707,568000,147800,unstaffed,true,true,0,true,F2,45,13962,
BNM,BURNHAM (BUCKINGHAMSHIRE),-0.646374,51.523504,494008,181378,partTime,true,true,61,true,E,97,1396596,
YVP,YEOVIL PEN MILL,-2.613428,50.944525,357000,116300,partTime,true,false,25,true,E,39,139732,
BTO,BETCHWORTH,-0.266973,51.248188,521052,151317,unstaffed,true,false,0,true,F2,27,13974,
SYA,STYAL,-2.240456,53.348328,384090,383520,unstaffed,true,true,14,true,F1,36,13980,
YRM,YARM,-1.351545,54.493897,442100,511145,unstaffed,true,true,47,true,F2,35,139804,
FGH,FISHGUARD HARBOUR,-4.985642,52.011541,195200,239000,unstaffed,false,false,0,NA,E,18,13982,
ISL,ISLEWORTH,-0.336907,51.474761,515600,176400,unstaffed,true,true,50,true,F1,134,1398884,
AUR,ABERDOUR,-3.300560,56.054590,319100,685400,partTime,true,true,94,true,E,64,140048,
PRU,PRUDHOE,-1.864866,54.965827,408750,563475,unstaffed,true,true,20,true,F2,86,140394,
SLW,SALWICK,-2.817038,53.781539,346260,432000,unstaffed,true,false,0,true,F2,6,1404,
HLU,HELENSBURGH UPPER,-4.729804,56.012362,229920,683300,unstaffed,false,false,0,true,F,20,14046,
CSH,CARSHALTON,-0.166368,51.368453,527739,164861,fullTime,true,true,0,true,D,221,1405916,
LMR,LOW MOOR,-1.75406,53.75047,416316,428261,unstaffed,false,true,128,false,F,45,140690,2/4/2017
CRO,CROY,-4.035976,55.955676,272980,675500,partTime,true,true,940,true,E,147,1409026,
BUD,BURNESIDE (CUMBRIA),-2.766677,54.354978,350270,495765,unstaffed,true,false,0,true,F2,29,14112,
SMG,ST MARGARETS (LONDON),-0.320200,51.455234,516810,174255,partTime,true,true,0,true,C2,143,1412636,
GRA,GRANTHAM,-0.642450,52.906471,491400,335200,fullTime,true,true,263,true,C1,139,1413006,
WNH,WARNHAM,-0.329464,51.092900,517083,133948,unstaffed,true,true,0,true,F2,40,14150,
NBE,NEWBRIDGE,-3.142885,51.665814,321053,196956,unstaffed,true,true,76,NA,F2,34,141822,6/2/2008
SNK,SANKEY FOR PENKETH,-2.650470,53.392460,356840,388600,partTime,true,false,10,true,E,42,142024,
NIT,NITSHILL,-4.359959,55.811934,252210,660150,unstaffed,true,false,0,true,F,63,142040,
CMO,CAMELON,-3.817605,56.006090,286760,680730,unstaffed,true,true,30,true,F,141,142044,
CDF,CARDIFF CENTRAL,-3.179302,51.476024,318194,175889,fullTime,true,true,402,true,A,719,14204684,
WBR,WHALEY BRIDGE,-1.984645,53.330233,401120,381480,partTime,true,true,30,true,E,61,142138,
LIV,LIVERPOOL LIME STREET,-2.977726,53.407307,335100,390500,fullTime,true,true,280,true,A,727,14221388,
GDH,GORDON HILL,-0.094610,51.663333,531880,197780,partTime,true,true,67,true,D,199,1423902,
HPN,HAPTON,-2.316911,53.781613,379215,431745,unstaffed,true,false,0,true,F2,37,14274,
PDG,PADGATE,-2.556811,53.405787,363080,390030,unstaffed,true,false,11,true,F2,40,142856,
HNL,HENLEY-IN-ARDEN,-1.783991,52.291486,414830,265950,unstaffed,true,true,0,true,F1,41,143018,
REI,REIGATE,-0.203825,51.241957,525476,150730,partTime,true,true,0,true,D,141,1436558,
BAG,BAGSHOT,-0.688662,51.364366,491391,163627,partTime,true,true,36,true,E,73,143736,
BTY,BENTLEY (HAMPSHIRE),-0.868127,51.181231,479211,143053,partTime,true,true,85,true,E,56,144020,
EDG,EDGE HILL,-2.946483,53.402615,337170,389950,fullTime,true,true,20,true,E,178,144050,
ZLW,WHITECHAPEL,-0.061170,51.519728,534616,181871,unstaffed,true,true,0,NA,B,584,14412690,
FLI,FLIXTON,-2.384246,53.443806,374575,394184,partTime,false,false,0,true,E,41,144338,
HAL,HALE (MANCHESTER),-2.347357,53.378716,376990,386930,partTime,false,false,0,true,E,42,144486,
BKG,BARKING,0.080902,51.539493,544410,184340,fullTime,true,true,230,true,B,573,14451652,
SEM,SEAMER,-0.417030,54.240750,503260,483940,unstaffed,true,true,19,true,F2,67,144668,
BEX,BEXHILL,0.477017,50.841041,574495,107536,partTime,true,true,0,true,E,143,1448466,
NHL,NEW HOLLAND,-0.360213,53.701920,508350,424080,unstaffed,true,false,7,true,F1,18,14488,
VAL,VALLEY,-4.563369,53.281283,229200,379100,unstaffed,true,false,0,true,F2,21,14512,
HNX,HUNTS CROSS,-2.855861,53.360709,343139,385212,fullTime,true,false,25,true,E,189,1452752,
CDR,CARDROSS,-4.653073,55.960377,234480,677330,partTime,true,false,42,true,F,74,145428,
EWW,EWELL WEST,-0.256987,51.350043,521480,162660,partTime,true,true,185,true,C2,137,1458534,
AYR,AYR,-4.625875,55.458141,234060,621390,partTime,true,true,214,true,C,163,1458918,
LVC,LIVERPOOL CENTRAL,-2.979153,53.404598,335001,390200,fullTime,true,true,0,true,B,611,14605748,
PTR,PETERSFIELD,-0.941137,51.006725,474387,123571,partTime,true,true,154,true,C2,127,1462062,
PYL,PYLE,-3.698052,51.525734,282297,182125,unstaffed,false,false,15,NA,F2,29,146622,
RYS,ROYSTON,-0.026921,52.053078,535387,241247,fullTime,true,true,519,true,D,186,1467154,
KLD,KILDALE,-1.068143,54.477756,460480,509555,unstaffed,true,false,5,true,F1,8,1468,
FRT,FRANT,0.294543,51.104027,560739,136362,partTime,true,true,109,true,E,56,147050,
SUM,SUMMERSTON,-4.291538,55.898835,256817,669675,unstaffed,true,true,0,true,F,68,147360,
MTO,MARTON,-1.198485,54.544342,451950,516860,unstaffed,true,false,4,true,F2,32,14774,
FTM,FORT MATILDA,-4.795267,55.959030,225600,677530,unstaffed,true,false,19,true,F,112,148000,
WLS,WOOLSTON,-1.377058,50.898922,443904,111234,partTime,true,true,8,true,E,46,148444,
MDE,MAIDSTONE EAST,0.521295,51.277828,575949,156206,fullTime,true,true,524,true,C1,87,1485492,
LWH,LAWRENCE HILL,-2.564430,51.458010,360881,173377,unstaffed,true,false,0,true,F2,84,148606,
RCD,ROCHDALE,-2.153524,53.610305,389940,412650,fullTime,true,true,0,true,C2,209,1487760,
WWW,WOOTTON WAWEN,-1.784696,52.266898,414790,263215,unstaffed,false,false,0,true,F2,35,14928,
GNB,GAINSBOROUGH CENTRAL,-0.769694,53.399583,481900,389900,unstaffed,true,false,0,true,F1,24,1494,
PSN,PARSON STREET,-2.607742,51.433318,357849,170655,unstaffed,true,false,0,true,F2,42,149700,
BIO,BAILLIESTON,-4.113698,55.844500,267750,663275,unstaffed,true,true,0,true,F,70,149914,
TWY,TWYFORD,-0.863293,51.475532,479042,175787,partTime,true,true,414,true,D,267,1508004,
SND,SANDHURST (BERKS),-0.804590,51.346929,483352,161550,unstaffed,true,false,0,true,F1,48,150804,
ZFD,FARRINGDON,-0.105205,51.520165,531560,181840,fullTime,true,true,0,true,E,610,15087488,
KNN,KINGS NORTON,-1.932326,52.414289,404700,279590,partTime,true,true,105,true,D,205,1509026,
HPT,HOPTON HEATH,-2.912060,52.391414,338030,277435,unstaffed,false,false,0,NA,F2,9,1510,
HWC,HARWICH TOWN,1.286682,51.944144,625987,232397,unstaffed,true,true,5,true,F1,51,151076,
GER,GERRARDS CROSS,-0.555275,51.589021,500184,188785,partTime,true,true,531,true,D,165,1512018,
BAD,BANSTEAD,-0.213159,51.329347,524588,160432,unstaffed,true,true,0,true,F1,71,151280,
DYF,DYFFRYN ARDUDWY,-4.104644,52.788850,258170,323330,unstaffed,false,false,5,true,F2,16,15134,
DCW,DORCHESTER WEST,-2.442541,50.710952,368850,90240,unstaffed,true,false,0,true,F1,18,151418,
FBY,FORMBY,-3.070908,53.553476,329150,406850,fullTime,true,true,126,true,E,143,1516340,
SAF,SALFORDS (SURREY),-0.162489,51.201746,528473,146330,partTime,true,true,0,true,E,86,151810,
BTT,BATTERSBY,-1.092972,54.457678,458900,507300,unstaffed,true,false,0,true,F2,12,1520,
BSH,BUSHEY,-0.384749,51.645580,511858,195322,fullTime,true,true,58,true,E,227,1520068,
BAB,BALCOMBE,-0.136934,51.055520,530670,130115,partTime,true,true,0,true,E,80,152040,
KDB,KIDBROOKE,0.027498,51.462120,540945,175632,partTime,true,true,0,true,D,222,1524532,
LHM,LEALHOLM,-0.825715,54.460590,476220,507880,unstaffed,true,false,0,true,F2,8,15250,
GFD,GREENFORD,-0.345837,51.542330,514810,183900,fullTime,true,true,0,true,D,64,152698,
TAU,TAUNTON,-3.102741,51.023301,322755,125460,fullTime,true,true,193,true,C1,191,1531416,
SRS,SELHURST,-0.088300,51.391926,533105,167610,fullTime,true,true,0,true,D,267,1532940,
SRG,SEER GREEN,-0.607818,51.609843,496500,191030,partTime,true,true,111,true,E,53,153314,
ANF,ASHURST NEW FOREST,-1.526631,50.889849,433392,110147,unstaffed,false,true,24,true,F2,45,153670,
WTG,WATLINGTON,0.383316,52.673170,561240,311050,unstaffed,true,true,40,true,E,53,153782,
WAS,WATTON-AT-STONE,-0.119427,51.856436,529610,219210,partTime,true,true,0,true,E,113,154090,
